"","Gene","SLE001h","SLE002h","SLE004h","SLE005h","SLE006h","SLE007h","SLE008h","SLE010h","SLE011h","SLE012h","SLE013h","SLE014h","SLE015h","SLE016h"
"17338","AL589743.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17339","AL589743.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17340","AL589743.5",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"17341","AL589743.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17342","AL589743.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17343","AL589745.1",0,0,0,0,0,0,0,0,0,1,0,0,0,0
"17344","AL589745.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17345","AL589763.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17346","AL589765.1",1,0,0,0,0,0,0,1,1,1,0,1,0,0
"17347","AL589765.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17348","AL589765.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17349","AL589765.4",0,0,2,2,2,1,2,1,2,1,1,5,2,0
"17350","AL589765.5",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"17351","AL589765.6",0,3,4,0,0,0,0,0,0,1,1,2,1,0
"17352","AL589765.7",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"17353","AL589794.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17354","AL589823.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17355","AL589826.1",0,0,2,1,1,0,0,0,3,5,3,1,1,1
"17356","AL589826.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17357","AL589843.1",0,0,0,0,1,1,0,0,0,1,0,0,1,0
"17358","AL589843.2",0,0,3,3,1,0,1,0,2,0,0,2,1,1
"17359","AL589863.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17360","AL589872.1",0,0,2,0,0,0,0,0,0,0,0,0,0,0
"17361","AL589880.1",0,0,0,3,3,2,3,2,0,0,1,0,3,0
"17362","AL589923.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17363","AL589935.1",0,5,14,11,13,9,0,15,6,11,11,31,4,3
"17364","AL589935.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17365","AL589946.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17366","AL589986.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17367","AL589986.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17368","AL589987.1",0,0,0,0,0,2,0,0,1,0,0,0,0,0
"17369","AL589987.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17370","AL589990.1",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"17371","AL589993.1",0,2,11,2,7,3,1,8,2,7,10,14,3,0
"17372","AL589994.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17373","AL589994.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17374","AL590002.1",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"17375","AL590004.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17376","AL590004.2",0,0,0,0,0,0,0,0,0,2,0,1,0,0
"17377","AL590004.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17378","AL590004.4",0,0,0,0,0,0,0,0,0,1,0,0,0,0
"17379","AL590006.1",0,1,0,0,1,0,1,0,0,5,0,0,0,0
"17380","AL590032.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17381","AL590065.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17382","AL590068.1",1,2,1,0,1,1,2,2,1,1,1,0,0,0
"17383","AL590068.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17384","AL590084.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17385","AL590084.2",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"17386","AL590084.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17387","AL590093.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17388","AL590094.1",0,0,0,0,0,0,0,0,0,0,0,1,1,0
"17389","AL590095.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17390","AL590095.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17391","AL590096.1",0,0,0,0,1,0,0,0,0,0,1,0,1,0
"17392","AL590099.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17393","AL590103.1",0,1,0,0,0,0,0,0,0,0,0,1,0,0
"17394","AL590128.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17395","AL590132.1",0,0,0,0,0,2,2,0,0,0,0,0,0,0
"17396","AL590133.1",0,0,0,0,1,0,1,0,0,1,1,1,1,0
"17397","AL590133.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17398","AL590135.1",1,16,9,2,9,5,1,10,15,13,8,14,7,12
"17399","AL590139.1",2,2,2,1,3,1,1,1,4,0,2,8,2,0
"17400","AL590143.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17401","AL590227.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17402","AL590229.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17403","AL590233.1",1,2,6,2,4,3,3,6,1,19,13,0,4,1
"17404","AL590235.1",1,5,2,4,1,3,4,6,3,4,3,9,3,0
"17405","AL590235.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17406","AL590240.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17407","AL590240.2",0,0,0,0,1,0,0,0,1,0,0,1,0,0
"17408","AL590240.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17409","AL590240.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17410","AL590282.1",1,0,0,0,1,0,0,2,1,1,1,3,2,0
"17411","AL590286.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17412","AL590290.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17413","AL590302.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17414","AL590302.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17415","AL590326.2",0,0,1,2,2,4,0,0,0,0,2,0,0,0
"17416","AL590365.1",0,0,0,0,1,1,0,0,0,0,0,0,1,0
"17417","AL590369.1",0,0,0,0,1,0,1,1,1,2,1,2,1,0
"17418","AL590378.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17419","AL590383.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17420","AL590385.1",0,0,1,0,0,0,0,7,2,8,7,0,0,1
"17421","AL590385.2",2,4,6,2,1,3,2,3,8,9,12,5,2,0
"17422","AL590392.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17423","AL590396.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17424","AL590396.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17425","AL590396.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17426","AL590396.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17427","AL590399.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17428","AL590399.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17429","AL590399.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17430","AL590399.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17431","AL590399.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17432","AL590399.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17433","AL590408.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17434","AL590410.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17435","AL590422.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17436","AL590426.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17437","AL590426.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17438","AL590428.1",1,1,0,0,0,1,1,2,0,4,0,0,0,0
"17439","AL590432.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17440","AL590434.1",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"17441","AL590438.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17442","AL590440.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17443","AL590440.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17444","AL590483.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17445","AL590483.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17446","AL590483.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17447","AL590490.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17448","AL590491.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17449","AL590491.2",0,0,0,0,0,0,0,0,2,0,0,0,0,0
"17450","AL590491.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17451","AL590502.1",0,0,0,0,0,0,0,0,1,0,0,0,0,0
"17452","AL590542.1",0,1,1,0,1,0,0,1,3,0,4,1,0,0
"17453","AL590552.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17454","AL590556.1",1,1,2,0,0,0,0,1,3,1,0,2,0,4
"17455","AL590556.2",0,1,0,0,0,0,0,0,0,1,0,0,0,0
"17456","AL590559.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17457","AL590560.1",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"17458","AL590560.2",0,3,1,4,11,2,4,5,0,7,5,12,4,1
"17459","AL590560.3",4,3,3,1,2,0,0,3,1,4,5,5,1,0
"17460","AL590609.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17461","AL590609.2",21,2,5,26,3,13,12,2,5,2,2,6,5,5
"17462","AL590609.3",0,0,0,0,0,0,0,0,0,1,0,0,0,0
"17463","AL590617.1",0,0,1,0,0,0,0,0,0,0,0,0,0,0
"17464","AL590617.2",4,3,7,7,3,3,4,14,11,5,3,7,3,1
"17465","AL590623.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17466","AL590627.1",1,3,15,1,3,9,2,7,2,15,12,4,4,0
"17467","AL590627.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17468","AL590632.1",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"17469","AL590635.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17470","AL590639.1",0,0,0,0,0,0,0,0,1,0,0,0,0,0
"17471","AL590640.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17472","AL590640.2",0,0,0,0,0,0,0,0,0,1,1,0,1,0
"17473","AL590644.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17474","AL590644.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17475","AL590648.1",0,0,1,0,2,0,0,0,0,0,0,0,0,0
"17476","AL590648.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17477","AL590648.3",0,3,2,2,0,0,4,4,0,2,1,1,0,0
"17478","AL590652.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0
"17479","AL590664.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17480","AL590666.1",0,1,0,0,2,0,0,3,1,2,1,2,4,1
"17481","AL590666.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17482","AL590666.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17483","AL590677.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17484","AL590682.1",12,1,2,23,3,16,23,0,5,1,1,3,0,1
"17485","AL590683.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17486","AL590704.1",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"17487","AL590705.1",0,0,1,3,0,0,0,0,1,2,1,1,0,0
"17488","AL590705.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17489","AL590705.3",0,0,2,3,0,0,0,1,0,0,0,1,0,1
"17490","AL590705.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17491","AL590705.5",1,1,16,11,12,6,1,8,5,17,9,9,10,1
"17492","AL590714.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0
"17493","AL590723.1",1,11,9,6,7,5,0,1,7,7,8,23,8,2
"17494","AL590727.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17495","AL590729.1",0,0,2,0,0,0,0,0,0,2,2,0,0,0
"17496","AL590730.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17497","AL590762.1",1,1,0,1,0,0,0,0,0,0,0,2,1,0
"17498","AL590762.2",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"17499","AL590762.3",0,3,1,1,2,1,0,3,1,0,0,2,1,0
"17500","AL590762.4",0,0,0,1,0,0,0,0,0,2,0,0,0,0
"17501","AL590763.1",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"17502","AL590764.1",6,9,20,10,16,9,11,22,22,16,19,25,14,4
"17503","AL590783.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17504","AL590787.1",0,1,0,0,0,0,0,0,1,1,0,3,2,0
"17505","AL590808.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17506","AL590822.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17507","AL590822.2",3,3,3,2,1,1,1,3,1,3,1,3,2,1
"17508","AL590824.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17509","AL590867.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17510","AL590867.2",87,8,11,217,13,201,229,16,18,24,41,16,10,11
"17511","AL590867.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17512","AL590999.1",2,0,0,0,0,0,0,1,0,2,0,0,3,2
"17513","AL591030.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17514","AL591034.2",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"17515","AL591034.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17516","AL591043.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17517","AL591074.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17518","AL591122.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17519","AL591135.1",0,0,0,1,0,0,0,1,0,0,0,1,0,0
"17520","AL591163.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17521","AL591167.1",0,0,2,0,0,0,0,0,0,0,0,0,0,0
"17522","AL591178.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17523","AL591178.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17524","AL591212.1",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"17525","AL591212.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17526","AL591222.1",0,0,0,0,0,0,0,0,0,1,0,0,0,0
"17527","AL591222.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17528","AL591222.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17529","AL591242.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17530","AL591368.1",0,0,0,0,0,0,0,1,1,0,0,0,0,0
"17531","AL591379.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17532","AL591379.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17533","AL591416.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17534","AL591419.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17535","AL591424.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17536","AL591424.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17537","AL591424.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17538","AL591438.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17539","AL591438.2",0,0,0,2,0,2,0,0,1,0,0,0,0,1
"17540","AL591441.1",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"17541","AL591441.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17542","AL591468.1",0,7,5,2,2,0,1,8,2,0,7,5,1,0
"17543","AL591471.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17544","AL591473.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17545","AL591475.1",0,0,0,0,0,0,0,0,0,1,0,0,0,0
"17546","AL591479.1",0,0,0,0,0,0,0,0,0,2,0,0,0,0
"17547","AL591499.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17548","AL591501.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17549","AL591503.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17550","AL591503.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17551","AL591503.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17552","AL591504.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17553","AL591516.1",0,0,1,0,0,0,0,0,0,0,0,0,0,0
"17554","AL591543.1",0,0,0,0,0,0,0,0,0,1,0,0,0,0
"17555","AL591623.1",0,1,1,0,0,0,0,0,0,2,0,1,0,0
"17556","AL591623.2",0,0,1,0,0,1,0,0,0,1,0,0,0,0
"17557","AL591643.1",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"17558","AL591644.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17559","AL591684.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17560","AL591684.2",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"17561","AL591684.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17562","AL591686.1",0,0,0,0,0,0,0,0,0,0,0,3,0,0
"17563","AL591686.2",0,0,0,0,0,0,1,0,0,0,0,0,0,0
"17564","AL591704.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17565","AL591704.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17566","AL591719.1",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"17567","AL591719.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17568","AL591721.1",0,0,0,0,1,0,0,0,0,1,0,0,0,0
"17569","AL591742.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17570","AL591742.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17571","AL591767.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17572","AL591767.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17573","AL591767.3",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"17574","AL591770.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17575","AL591806.1",0,0,0,0,0,0,0,0,1,0,0,0,0,0
"17576","AL591806.2",0,0,1,0,0,0,0,1,0,0,0,1,0,0
"17577","AL591806.3",1,1,1,0,0,0,0,1,1,4,1,4,2,0
"17578","AL591845.1",4,3,2,3,0,3,3,2,1,4,2,3,2,0
"17579","AL591846.1",9,0,2,25,1,37,15,0,0,4,54,0,0,10
"17580","AL591846.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17581","AL591848.1",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"17582","AL591848.2",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"17583","AL591848.3",0,2,2,3,5,1,2,4,3,3,5,4,4,0
"17584","AL591848.4",0,3,3,0,0,3,2,2,2,5,1,4,4,0
"17585","AL591866.1",0,0,2,2,0,1,1,4,0,4,0,0,0,1
"17586","AL591885.1",0,1,2,1,0,0,0,1,0,1,0,1,0,0
"17587","AL591895.1",9,26,55,22,20,23,22,50,15,70,38,76,26,6
"17588","AL591896.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17589","AL591926.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17590","AL591926.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17591","AL591926.3",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"17592","AL591926.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17593","AL591926.5",0,0,0,0,0,0,0,0,1,0,0,0,0,0
"17594","AL591926.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17595","AL591926.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17596","AL591926.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17597","AL592043.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17598","AL592043.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17599","AL592045.1",0,0,0,0,0,0,0,1,0,1,0,1,0,0
"17600","AL592049.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17601","AL592071.1",0,1,3,0,1,0,2,0,0,1,1,0,0,0
"17602","AL592076.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17603","AL592078.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17604","AL592114.1",0,2,6,1,6,1,0,0,6,3,0,3,6,4
"17605","AL592114.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17606","AL592114.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17607","AL592146.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17608","AL592148.1",0,0,0,0,0,2,0,1,0,0,1,0,0,0
"17609","AL592148.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17610","AL592148.3",1,10,17,2,6,7,6,8,4,28,9,13,3,0
"17611","AL592156.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17612","AL592158.1",1,0,0,0,1,2,0,0,1,0,0,1,0,0
"17613","AL592161.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17614","AL592164.1",0,0,1,0,0,0,0,1,1,0,0,0,0,0
"17615","AL592166.1",0,1,0,0,0,0,0,0,0,1,0,0,0,0
"17616","AL592182.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17617","AL592182.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17618","AL592182.3",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"17619","AL592183.1",0,0,6,8,10,12,1,16,10,33,13,17,13,4
"17620","AL592211.1",1,0,2,1,0,1,0,0,1,1,1,2,0,0
"17621","AL592221.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17622","AL592227.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17623","AL592287.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17624","AL592291.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17625","AL592293.1",0,2,0,1,0,1,2,1,0,1,1,0,1,0
"17626","AL592293.2",1,0,2,0,0,1,2,0,0,1,1,2,1,1
"17627","AL592295.1",0,0,2,2,4,0,0,3,2,0,3,1,5,0
"17628","AL592295.2",0,0,0,0,1,0,0,0,0,0,1,0,0,0
"17629","AL592295.3",0,1,1,0,0,0,0,0,0,0,1,1,1,0
"17630","AL592295.4",2,7,7,8,4,2,3,11,7,4,10,9,3,2
"17631","AL592301.1",5,3,9,2,4,2,1,5,1,6,6,9,7,0
"17632","AL592309.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17633","AL592309.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17634","AL592310.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17635","AL592402.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17636","AL592424.1",0,0,0,2,0,0,1,1,0,0,0,0,0,0
"17637","AL592429.1",9,0,2,0,0,1,1,0,1,0,2,1,0,0
"17638","AL592430.1",0,0,0,0,0,1,0,0,0,0,1,4,0,0
"17639","AL592430.2",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"17640","AL592431.1",0,0,0,0,1,0,0,0,0,0,3,0,0,0
"17641","AL592431.2",0,0,1,0,0,0,0,1,0,0,0,0,0,0
"17642","AL592435.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17643","AL592436.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17644","AL592437.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17645","AL592437.2",0,0,0,0,0,0,0,0,0,1,0,0,0,0
"17646","AL592447.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17647","AL592463.1",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"17648","AL592464.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17649","AL592464.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17650","AL592466.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17651","AL592486.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17652","AL592490.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17653","AL592494.1",0,0,0,1,0,0,0,0,0,0,0,1,0,0
"17654","AL592494.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17655","AL592494.3",1,2,4,1,0,4,2,4,1,2,2,2,0,1
"17656","AL592504.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17657","AL592528.1",0,1,1,0,0,0,0,0,0,0,0,0,0,0
"17658","AL592546.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0
"17659","AL593851.1",0,0,0,0,0,0,0,0,0,1,0,0,0,0
"17660","AL593856.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17661","AL596028.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17662","AL596087.1",4,1,1,9,1,10,5,4,0,0,3,1,0,2
"17663","AL596087.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17664","AL596092.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17665","AL596094.1",0,5,5,1,1,2,0,1,1,4,3,4,0,2
"17666","AL596188.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17667","AL596202.1",1,3,14,9,6,8,3,10,5,23,5,8,10,0
"17668","AL596211.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17669","AL596218.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17670","AL596220.1",2,1,2,0,0,0,0,2,1,4,2,0,0,0
"17671","AL596223.1",0,0,1,0,0,0,0,0,0,2,1,0,0,0
"17672","AL596223.2",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"17673","AL596244.1",1,10,11,10,12,9,1,15,6,4,12,11,5,2
"17674","AL596245.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17675","AL596247.1",0,0,1,0,0,0,0,0,0,0,0,0,0,0
"17676","AL596257.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17677","AL596266.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17678","AL596268.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17679","AL596275.1",0,1,0,1,0,0,0,0,1,1,0,0,0,0
"17680","AL596275.2",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"17681","AL596276.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17682","AL596276.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17683","AL596325.1",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"17684","AL596325.2",0,0,1,0,0,0,0,0,0,0,1,0,0,0
"17685","AL596327.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17686","AL596330.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17687","AL596442.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17688","AL596442.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17689","AL596448.1",0,0,1,0,0,0,0,0,0,0,0,0,0,0
"17690","AL596451.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17691","AL603650.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17692","AL603750.1",0,3,1,1,0,0,0,2,0,2,1,5,4,1
"17693","AL603755.1",0,0,0,0,0,0,0,0,1,0,0,0,0,0
